theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
study,Masonic Charitable Foundation,2016,10,"£211,912","£75,000","£21,191",study-Masonic Charitable Foundation
study,Masonic Charitable Foundation,2017,3,"£14,000","£5,000","£4,667",study-Masonic Charitable Foundation
study,Nationwide Foundation,2009,2,"£6,922","£4,782","£3,461",study-Nationwide Foundation
study,Nationwide Foundation,2010,2,"£9,500","£5,000","£4,750",study-Nationwide Foundation
study,Nationwide Foundation,2012,1,"£4,560","£4,560","£4,560",study-Nationwide Foundation
study,Nationwide Foundation,2013,1,"£39,000","£39,000","£39,000",study-Nationwide Foundation
study,Nationwide Foundation,2016,2,"£192,628","£158,656","£96,314",study-Nationwide Foundation
study,Nationwide Foundation,2017,1,"£83,590","£83,590","£83,590",study-Nationwide Foundation
study,Nesta,2012,2,"£150,000","£100,000","£75,000",study-Nesta
study,Nesta,2013,8,"£417,342","£150,000","£52,168",study-Nesta
study,Nesta,2014,14,"£866,844","£265,504","£61,917",study-Nesta
study,Nesta,2015,4,"£244,560","£166,600","£61,140",study-Nesta
study,Nesta,2016,2,"£49,800","£35,800","£24,900",study-Nesta
study,Nesta,2017,9,"£470,369","£149,700","£52,263",study-Nesta
study,One Manchester,2015,2,"£10,000","£5,000","£5,000",study-One Manchester
study,One Manchester,2016,1,"£2,000","£2,000","£2,000",study-One Manchester
study,Oxford City Council,2017,2,"£15,250","£15,000","£7,625",study-Oxford City Council
study,Oxfordshire Community Foundation,2013,7,"£7,110","£2,000","£1,016",study-Oxfordshire Community Foundation
study,Oxfordshire Community Foundation,2014,16,"£58,295","£30,000","£3,643",study-Oxfordshire Community Foundation
study,Oxfordshire Community Foundation,2015,12,"£149,960","£45,000","£12,497",study-Oxfordshire Community Foundation
study,Oxfordshire Community Foundation,2016,12,"£36,054","£5,000","£3,005",study-Oxfordshire Community Foundation
study,Oxfordshire Community Foundation,2017,33,"£243,548","£45,500","£7,380",study-Oxfordshire Community Foundation
study,Pears Foundation,2015,5,"£1,334,032","£500,000","£266,806",study-Pears Foundation
study,Pears Foundation,2016,5,"£724,714","£500,000","£144,943",study-Pears Foundation
study,Pears Foundation,2017,2,"£325,000","£225,000","£162,500",study-Pears Foundation
study,Power to Change,2016,13,"£1,961,435","£475,000","£150,880",study-Power to Change
study,Quartet Community Foundation,2016,72,"£193,801","£20,000","£2,692",study-Quartet Community Foundation
study,Quartet Community Foundation,2017,81,"£202,899","£20,000","£2,505",study-Quartet Community Foundation
study,Quixote Foundation,2004,1,"£22,500","£22,500","£22,500",study-Quixote Foundation
study,Quixote Foundation,2005,1,"£18,750","£18,750","£18,750",study-Quixote Foundation
study,Quixote Foundation,2006,1,"£3,750","£3,750","£3,750",study-Quixote Foundation
study,Quixote Foundation,2007,2,"£37,500","£18,750","£18,750",study-Quixote Foundation
study,R S Macdonald Charitable Trust,2015,10,"£136,360","£30,000","£13,636",study-R S Macdonald Charitable Trust
study,R S Macdonald Charitable Trust,2016,14,"£271,551","£48,253","£19,397",study-R S Macdonald Charitable Trust
study,R S Macdonald Charitable Trust,2017,18,"£464,368","£120,000","£25,798",study-R S Macdonald Charitable Trust
study,Road Safety Trust,2017,5,"£296,000","£105,592","£59,200",study-Road Safety Trust
study,Scottish Council For Voluntary Organisations,2015,34,"£298,242","£16,533","£8,772",study-Scottish Council For Voluntary Organisations
study,Scottish Council For Voluntary Organisations,2016,35,"£195,868","£9,918","£5,596",study-Scottish Council For Voluntary Organisations
study,Scottish Council For Voluntary Organisations,2017,32,"£281,950","£10,000","£8,811",study-Scottish Council For Voluntary Organisations
study,Seafarers UK,2017,6,"£87,500","£58,500","£14,583",study-Seafarers UK
study,Somerset Community Foundation,2016,4,"£8,370","£3,950","£2,093",study-Somerset Community Foundation
study,Somerset Community Foundation,2017,1,£980,£980,£980,study-Somerset Community Foundation
study,Staples Trust,2015,2,"£25,000","£20,000","£12,500",study-Staples Trust
study,Staples Trust,2017,1,"£10,000","£10,000","£10,000",study-Staples Trust
study,Tedworth Charitable Trust,2015,3,"£80,802","£60,000","£26,934",study-Tedworth Charitable Trust
study,Tedworth Charitable Trust,2016,4,"£36,900","£16,900","£9,225",study-Tedworth Charitable Trust
study,Tedworth Charitable Trust,2017,1,"£10,000","£10,000","£10,000",study-Tedworth Charitable Trust
study,The Blagrave Trust,2014,3,"£111,000","£54,000","£37,000",study-The Blagrave Trust
study,The Blagrave Trust,2015,1,"£60,000","£60,000","£60,000",study-The Blagrave Trust
study,The Blagrave Trust,2016,3,"£100,000","£60,000","£33,333",study-The Blagrave Trust
study,The Clothworkers Foundation,2016,4,"£260,000","£150,000","£65,000",study-The Clothworkers Foundation
study,The Clothworkers Foundation,2017,5,"£175,000","£100,000","£35,000",study-The Clothworkers Foundation
study,The David & Elaine Potter Foundation,2013,1,"£30,000","£30,000","£30,000",study-The David & Elaine Potter Foundation
study,The David & Elaine Potter Foundation,2014,2,"£56,000","£49,000","£28,000",study-The David & Elaine Potter Foundation
study,The David & Elaine Potter Foundation,2016,3,"£64,588","£40,000","£21,529",study-The David & Elaine Potter Foundation
study,The David & Elaine Potter Foundation,2017,2,"£49,442","£39,442","£24,721",study-The David & Elaine Potter Foundation
study,The Dulverton Trust,2005,7,"£38,500","£20,000","£5,500",study-The Dulverton Trust
study,The Dulverton Trust,2006,8,"£62,300","£25,000","£7,788",study-The Dulverton Trust
study,The Dulverton Trust,2007,13,"£151,500","£25,000","£11,654",study-The Dulverton Trust
study,The Dulverton Trust,2008,7,"£63,800","£20,000","£9,114",study-The Dulverton Trust
study,The Dulverton Trust,2009,10,"£105,100","£40,000","£10,510",study-The Dulverton Trust
study,The Dulverton Trust,2010,10,"£172,500","£29,000","£17,250",study-The Dulverton Trust
study,The Dulverton Trust,2011,3,"£62,500","£28,500","£20,833",study-The Dulverton Trust
study,The Dulverton Trust,2012,4,"£65,000","£30,000","£16,250",study-The Dulverton Trust
study,The Dulverton Trust,2013,3,"£164,000","£84,000","£54,667",study-The Dulverton Trust
study,The Dulverton Trust,2014,2,"£111,471","£84,471","£55,736",study-The Dulverton Trust
study,The Dulverton Trust,2015,1,"£50,400","£50,400","£50,400",study-The Dulverton Trust
study,The Dulverton Trust,2016,2,"£45,924","£30,000","£22,962",study-The Dulverton Trust
study,The Dunhill Medical Trust,2009,1,"£20,000","£20,000","£20,000",study-The Dunhill Medical Trust
study,The Dunhill Medical Trust,2013,2,"£95,700","£55,700","£47,850",study-The Dunhill Medical Trust
study,The Dunhill Medical Trust,2016,2,"£43,000","£22,000","£21,500",study-The Dunhill Medical Trust
study,The Fore,2013,2,"£26,203","£21,403","£13,102",study-The Fore
study,The Henry Smith Charity,2012,45,"£1,677,030","£132,600","£37,267",study-The Henry Smith Charity
study,The Henry Smith Charity,2013,50,"£2,509,318","£150,000","£50,186",study-The Henry Smith Charity
study,The Henry Smith Charity,2014,58,"£2,139,044","£150,000","£36,880",study-The Henry Smith Charity
study,The Henry Smith Charity,2015,55,"£2,074,560","£150,000","£37,719",study-The Henry Smith Charity
study,The Henry Smith Charity,2016,48,"£2,124,070","£105,700","£44,251",study-The Henry Smith Charity
study,The Henry Smith Charity,2017,6,"£327,100","£109,000","£54,517",study-The Henry Smith Charity
study,The Robertson Trust,2015,25,"£1,059,200","£200,000","£42,368",study-The Robertson Trust
study,The Robertson Trust,2016,16,"£415,100","£45,000","£25,944",study-The Robertson Trust
study,The Robertson Trust,2017,14,"£278,000","£50,000","£19,857",study-The Robertson Trust
study,The Tudor Trust,2013,10,"£550,900","£110,000","£55,090",study-The Tudor Trust
study,The Tudor Trust,2014,15,"£836,000","£150,000","£55,733",study-The Tudor Trust
study,The Tudor Trust,2015,21,"£795,000","£120,000","£37,857",study-The Tudor Trust
study,The Tudor Trust,2016,15,"£361,750","£70,000","£24,117",study-The Tudor Trust
study,The Tudor Trust,2017,22,"£864,642","£94,000","£39,302",study-The Tudor Trust
study,Three Guineas Trust,2014,1,"£58,886","£58,886","£58,886",study-Three Guineas Trust
study,Three Guineas Trust,2015,1,"£166,928","£166,928","£166,928",study-Three Guineas Trust
study,Three Guineas Trust,2016,1,"£298,329","£298,329","£298,329",study-Three Guineas Trust
study,Trafford Housing Trust Social Investment,2014,9,"£51,530","£13,992","£5,726",study-Trafford Housing Trust Social Investment
study,Trafford Housing Trust Social Investment,2015,22,"£132,913","£20,000","£6,042",study-Trafford Housing Trust Social Investment
study,Trafford Housing Trust Social Investment,2016,32,"£198,762","£30,000","£6,211",study-Trafford Housing Trust Social Investment
study,Trafford Housing Trust Social Investment,2017,5,"£26,184","£9,980","£5,237",study-Trafford Housing Trust Social Investment
study,Trafford Metropolitan Borough Council,2013,7,"£23,737","£5,000","£3,391",study-Trafford Metropolitan Borough Council
study,Trafford Metropolitan Borough Council,2014,3,"£10,930","£4,000","£3,643",study-Trafford Metropolitan Borough Council
study,Trafford Metropolitan Borough Council,2017,2,"£3,945","£2,000","£1,973",study-Trafford Metropolitan Borough Council
study,True Colours Trust,2014,2,"£153,000","£150,000","£76,500",study-True Colours Trust
study,True Colours Trust,2015,2,"£10,000","£5,000","£5,000",study-True Colours Trust
study,True Colours Trust,2016,2,"£10,000","£5,000","£5,000",study-True Colours Trust
study,True Colours Trust,2017,4,"£105,236","£53,122","£26,309",study-True Colours Trust
study,Tuixen Foundation,2010,3,"£70,000","£30,000","£23,333",study-Tuixen Foundation
study,Tuixen Foundation,2011,3,"£75,000","£30,000","£25,000",study-Tuixen Foundation
study,Tuixen Foundation,2012,4,"£175,000","£100,000","£43,750",study-Tuixen Foundation
study,Tuixen Foundation,2013,4,"£155,000","£100,000","£38,750",study-Tuixen Foundation
study,Tuixen Foundation,2014,3,"£140,000","£100,000","£46,667",study-Tuixen Foundation
study,Tuixen Foundation,2015,2,"£40,000","£25,000","£20,000",study-Tuixen Foundation
study,Tuixen Foundation,2016,3,"£75,000","£30,000","£25,000",study-Tuixen Foundation
study,Tuixen Foundation,2017,6,"£125,000","£50,000","£20,833",study-Tuixen Foundation
study,Two Ridings Community Foundation,2017,9,"£35,598","£9,922","£3,955",study-Two Ridings Community Foundation
study,United St Saviour's Charity,2016,2,"£86,083","£52,708","£43,042",study-United St Saviour's Charity
study,United St Saviour's Charity,2017,2,"£5,205","£3,215","£2,603",study-United St Saviour's Charity
study,Virgin Money Foundation,2015,1,"£43,500","£43,500","£43,500",study-Virgin Money Foundation
study,Virgin Money Foundation,2016,8,"£324,902","£49,500","£40,613",study-Virgin Money Foundation
study,Virgin Money Foundation,2017,9,"£655,301","£150,000","£72,811",study-Virgin Money Foundation
study,Walcot Foundation,2012,31,"£380,340","£100,000","£12,269",study-Walcot Foundation
study,Walcot Foundation,2013,28,"£151,893","£60,000","£5,425",study-Walcot Foundation
study,Walcot Foundation,2014,33,"£267,748","£60,000","£8,114",study-Walcot Foundation
study,Walcot Foundation,2015,39,"£161,189","£60,000","£4,133",study-Walcot Foundation
study,Walcot Foundation,2016,3,"£110,177","£50,000","£36,726",study-Walcot Foundation
study,Walcot Foundation,2017,37,"£378,720","£75,000","£10,236",study-Walcot Foundation
study,Wiltshire Community Foundation,2015,27,"£90,995","£5,000","£3,370",study-Wiltshire Community Foundation
study,Wiltshire Community Foundation,2016,21,"£91,760","£15,000","£4,370",study-Wiltshire Community Foundation
study,Wiltshire Community Foundation,2017,3,"£5,928","£2,120","£1,976",study-Wiltshire Community Foundation
study,Wolfson Foundation,2014,17,"£949,731","£250,000","£55,867",study-Wolfson Foundation
study,Wolfson Foundation,2015,28,"£1,163,500","£100,000","£41,554",study-Wolfson Foundation
study,Wolfson Foundation,2016,6,"£345,000","£200,000","£57,500",study-Wolfson Foundation
study,Woodward Charitable Trust,2004,14,"£82,366","£30,526","£5,883",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2005,8,"£31,500","£10,000","£3,938",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2006,7,"£11,100","£2,600","£1,586",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2007,11,"£46,470","£15,000","£4,225",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2008,7,"£15,280","£3,500","£2,183",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2009,5,"£14,950","£5,000","£2,990",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2010,10,"£22,438","£5,000","£2,244",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2011,10,"£88,000","£50,000","£8,800",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2012,10,"£26,000","£10,000","£2,600",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2013,15,"£25,800","£10,000","£1,720",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2014,7,"£15,062","£10,562","£2,152",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2015,20,"£21,400","£3,400","£1,070",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2016,13,"£82,300","£42,000","£6,331",study-Woodward Charitable Trust
study,Woodward Charitable Trust,2017,5,"£6,000","£2,500","£1,200",study-Woodward Charitable Trust
study,ZING,2012,1,"£25,000","£25,000","£25,000",study-ZING
study,ZING,2014,1,"£12,500","£12,500","£12,500",study-ZING
study,ZING,2015,3,"£77,500","£37,500","£25,833",study-ZING
study,ZING,2016,2,"£75,000","£50,000","£37,500",study-ZING
study,ZING,2017,1,"£37,500","£37,500","£37,500",study-ZING
training,A B Charitable Trust,2013,1,"£10,000","£10,000","£10,000",training-A B Charitable Trust
training,A B Charitable Trust,2014,3,"£26,000","£10,000","£8,667",training-A B Charitable Trust
training,A B Charitable Trust,2016,2,"£15,000","£10,000","£7,500",training-A B Charitable Trust
