"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"study","others","Kenya",2013,1,84000,84000,84000
"study","others","Kenya",2014,1,1e+05,1e+05,1e+05
"study","others","Kenya",2015,1,2000,2000,2000
"study","others","Kenya",2016,1,2000,2000,2000
"study","others","Kenya",2017,1,2000,2000,2000
"study","others","Lesotho",2016,1,40000,40000,40000
"study","others","Liberia",2015,1,5000,5000,5000
"study","others","Malawi",2013,1,250,250,250
"study","others","Malawi",2014,1,150000,150000,150000
"study","others","Malawi",2016,1,3750,3750,3750
"study","others","Malawi",2017,1,2813.12,2813.12,2813.12
"study","others","Mali",2009,1,4782,4782,4782
"study","others","Malta",2013,1,230571,230571,230571
"study","others","Namibia",2015,1,2000,2000,2000
"study","others","Namibia",2016,1,2000,2000,2000
"study","others","Nicaragua",2007,1,1500,1500,1500
"study","others","Pakistan",2005,1,1000,1000,1000
"study","others","Poland",2017,1,1000,1000,1000
"study","others","Portugal",2016,1,20000,20000,20000
"study","others","Singapore",2016,1,1e+07,1e+07,1e+07
"study","others","South Africa",2013,1,30000,30000,30000
"study","others","South Africa",2014,2,56000,49000,28000
"study","others","South Africa",2015,2,17000,15000,8500
"study","others","South Africa",2017,1,39442,39442,39442
"study","others","Spain",2015,1,1400,1400,1400
"study","others","Spain",2017,1,4300,4300,4300
"study","others","Syria",2016,1,5000,5000,5000
"study","others","Tanzania",2010,1,2000,2000,2000
"study","others","Tanzania",2012,1,25000,25000,25000
"study","others","The Gambia",2015,1,1000,1000,1000
"study","others","Uganda",2013,1,20000,20000,20000
"study","others","Uganda",2016,1,2000,2000,2000
"study","others","Uganda",2017,2,6003,5503,3001.5
"study","others","Zambia",2016,1,19588,19588,19588
"study","others","Zimbabwe",2017,1,6100,6100,6100
"study","others",NA,2004,16,171366,66500,10710.375
"study","others",NA,2005,16,327697,239947,20481.0625
"study","others",NA,2006,16,77150,25000,4821.875
"study","others",NA,2007,25,233970,25000,9358.8
"study","others",NA,2008,14,79080,20000,5648.57142857143
"study","others",NA,2009,17,142190,40000,8364.11764705882
"study","others",NA,2010,45,1088738,421500,24194.1777777778
"study","others",NA,2011,35,2404900,937500,68711.4285714286
"study","others",NA,2012,118,3360334,294000,28477.406779661
"study","others",NA,2013,296,11851627.65,1506836,40039.2826013514
"study","others",NA,2014,399,16950325.83,265504,42482.0196240602
"study","others",NA,2015,612,20998079.58,5e+05,34310.5875490196
"study","others",NA,2016,513,12284517.41,5e+05,23946.4276998051
"study","others",NA,2017,1325,17615817.47,4033352,13294.9565811321
"study","Paul Hamlyn Foundation","Afghanistan",2012,1,10000,10000,10000
"study","Paul Hamlyn Foundation","Australia",2015,1,30000,30000,30000
"study","Paul Hamlyn Foundation","Bangladesh",2006,1,4920,4920,4920
"study","Paul Hamlyn Foundation","Brazil",2010,1,75000,75000,75000
"study","Paul Hamlyn Foundation","India",2016,1,2e+06,2e+06,2e+06
"study","Paul Hamlyn Foundation","Ireland",2016,1,388000,388000,388000
"study","Paul Hamlyn Foundation","Russia",2011,1,5000,5000,5000
"study","Paul Hamlyn Foundation",NA,2006,29,10918349.83,1e+07,376494.821724138
"study","Paul Hamlyn Foundation",NA,2007,44,3112411.5,213825,70736.625
"study","Paul Hamlyn Foundation",NA,2008,33,2870566.58,478877.58,86986.8660606061
"study","Paul Hamlyn Foundation",NA,2009,38,2211098,164700,58186.7894736842
"study","Paul Hamlyn Foundation",NA,2010,32,1422799,222647,44462.46875
"study","Paul Hamlyn Foundation",NA,2011,34,2439519,2e+05,71750.5588235294
"study","Paul Hamlyn Foundation",NA,2012,28,1899925,212000,67854.4642857143
"study","Paul Hamlyn Foundation",NA,2013,24,3058049,750000,127418.708333333
"study","Paul Hamlyn Foundation",NA,2014,22,2047298,297866,93059
"study","Paul Hamlyn Foundation",NA,2015,35,2496185.85,311260,71319.5957142857
"study","Paul Hamlyn Foundation",NA,2016,37,4084396,350000,110389.081081081
"study","Sport England","Chad",2014,1,6270,6270,6270
"study","Sport England",NA,2009,14,2596430,750000,185459.285714286
"study","Sport England",NA,2010,11,1119705,1e+06,101791.363636364
"study","Sport England",NA,2011,10,600082,4e+05,60008.2
"study","Sport England",NA,2012,18,153109,39000,8506.05555555555
"study","Sport England",NA,2013,54,4202428,1500000,77822.7407407407
"study","Sport England",NA,2014,70,4105921,243750,58656.0142857143
"study","Sport England",NA,2015,29,1663415,136800,57359.1379310345
"study","Sport England",NA,2016,17,2781431,1500000,163613.588235294
"study","Sport England",NA,2017,20,9317710,2e+06,465885.5
"study","The Big Lottery Fund","Afghanistan",2005,1,490045,490045,490045
"study","The Big Lottery Fund","Afghanistan",2007,1,8939,8939,8939
"study","The Big Lottery Fund","Afghanistan",2013,1,179994,179994,179994
"study","The Big Lottery Fund","Albania",2005,1,59933,59933,59933
"study","The Big Lottery Fund","Albania",2006,1,5000,5000,5000
"study","The Big Lottery Fund","Albania",2007,2,16610,9200,8305
"study","The Big Lottery Fund","Albania",2009,1,10000,10000,10000
"study","The Big Lottery Fund","Albania",2010,2,399686,389706,199843
"study","The Big Lottery Fund","Albania",2011,1,290149,290149,290149
"study","The Big Lottery Fund","Albania",2012,1,10000,10000,10000
"study","The Big Lottery Fund","Albania",2015,1,9412,9412,9412
"study","The Big Lottery Fund","Angola",2008,2,16770,9885,8385
"study","The Big Lottery Fund","Armenia",2008,1,3822,3822,3822
"study","The Big Lottery Fund","Australia",2004,1,9124,9124,9124
"study","The Big Lottery Fund","Australia",2007,1,5350,5350,5350
"study","The Big Lottery Fund","Azerbaijan",2011,1,9992,9992,9992
"study","The Big Lottery Fund","Bangladesh",2004,14,316464,259301,22604.5714285714
"study","The Big Lottery Fund","Bangladesh",2005,7,291673,155660,41667.5714285714
"study","The Big Lottery Fund","Bangladesh",2006,13,514618,442400,39586
"study","The Big Lottery Fund","Bangladesh",2007,8,64505,10000,8063.125
"study","The Big Lottery Fund","Bangladesh",2008,7,58669,10000,8381.28571428571
"study","The Big Lottery Fund","Bangladesh",2009,7,688500,489616,98357.1428571429
"study","The Big Lottery Fund","Bangladesh",2010,1,262921,262921,262921
"study","The Big Lottery Fund","Bangladesh",2011,2,11841,8550,5920.5
"study","The Big Lottery Fund","Bangladesh",2012,3,491977,473589,163992.333333333
"study","The Big Lottery Fund","Bangladesh",2013,3,223872,199763,74624
"study","The Big Lottery Fund","Bangladesh",2015,1,171883,171883,171883
"study","The Big Lottery Fund","Bangladesh",2016,4,34944,10000,8736
"study","The Big Lottery Fund","Bangladesh",2017,2,19860,10000,9930
"study","The Big Lottery Fund","Belgium",2006,1,6318,6318,6318
"study","The Big Lottery Fund","Belgium",2009,1,10000,10000,10000
"study","The Big Lottery Fund","Benin",2009,1,204146,204146,204146
"study","The Big Lottery Fund","Bhutan",2017,1,9950,9950,9950
"study","The Big Lottery Fund","Bolivia",2004,1,5000,5000,5000
"study","The Big Lottery Fund","Bolivia",2011,1,10000,10000,10000
"study","The Big Lottery Fund","Bolivia",2012,1,504297,504297,504297
"study","The Big Lottery Fund","Bosnia and Herzegovina",2009,1,4900,4900,4900
"study","The Big Lottery Fund","Brazil",2004,2,9900,5000,4950
"study","The Big Lottery Fund","Brazil",2005,1,4960,4960,4960
"study","The Big Lottery Fund","Brazil",2011,1,10000,10000,10000
"study","The Big Lottery Fund","Brazil",2012,1,8903,8903,8903
"study","The Big Lottery Fund","Brazil",2014,1,9900,9900,9900
"study","The Big Lottery Fund","Brazil",2015,1,8310,8310,8310
"study","The Big Lottery Fund","Bulgaria",2004,1,396850,396850,396850
"study","The Big Lottery Fund","Bulgaria",2012,1,4964,4964,4964
"study","The Big Lottery Fund","Bulgaria",2016,2,11048,8548,5524
"study","The Big Lottery Fund","Burkina Faso",2007,1,9410,9410,9410
"study","The Big Lottery Fund","Cambodia",2005,1,91379,91379,91379
"study","The Big Lottery Fund","Cameroon",2006,1,125125,125125,125125
"study","The Big Lottery Fund","Cameroon",2007,1,4260,4260,4260
"study","The Big Lottery Fund","Canada",2005,1,3000,3000,3000
"study","The Big Lottery Fund","Chad",2004,1,5000,5000,5000
"study","The Big Lottery Fund","Chad",2005,1,3740,3740,3740
"study","The Big Lottery Fund","Chad",2008,1,9370,9370,9370
"study","The Big Lottery Fund","Chad",2013,1,10000,10000,10000
"study","The Big Lottery Fund","China",2005,1,364758,364758,364758
"study","The Big Lottery Fund","China",2007,2,13125,10000,6562.5
"study","The Big Lottery Fund","China",2008,1,8140,8140,8140
"study","The Big Lottery Fund","China",2009,1,544401,544401,544401
"study","The Big Lottery Fund","Colombia",2004,1,5000,5000,5000
"study","The Big Lottery Fund","Colombia",2006,1,10000,10000,10000
"study","The Big Lottery Fund","Congo",2004,3,14520,5000,4840
"study","The Big Lottery Fund","Congo",2005,1,5000,5000,5000
"study","The Big Lottery Fund","Congo",2007,1,9780,9780,9780
"study","The Big Lottery Fund","Congo",2009,2,532240,527240,266120
"study","The Big Lottery Fund","Congo",2010,3,29196,10000,9732
"study","The Big Lottery Fund","Congo",2013,1,8410,8410,8410
"study","The Big Lottery Fund","Congo",2015,1,9995,9995,9995
"study","The Big Lottery Fund","Congo",2017,1,9977,9977,9977
"study","The Big Lottery Fund","Costa Rica",2006,1,5000,5000,5000
"study","The Big Lottery Fund","Democratic Republic of the Congo",2010,1,9970,9970,9970
"study","The Big Lottery Fund","Denmark",2009,1,4070,4070,4070
"study","The Big Lottery Fund","East Timor",2005,1,318463,318463,318463
"study","The Big Lottery Fund","Egypt",2006,1,2620,2620,2620
"study","The Big Lottery Fund","Egypt",2009,1,2540,2540,2540
"study","The Big Lottery Fund","Eritrea",2012,1,9457,9457,9457
"study","The Big Lottery Fund","Eritrea",2017,1,10000,10000,10000
"study","The Big Lottery Fund","Ethiopia",2007,7,744308,514776,106329.714285714
"study","The Big Lottery Fund","Ethiopia",2011,1,8200,8200,8200
"study","The Big Lottery Fund","Ethiopia",2012,1,6681,6681,6681
"study","The Big Lottery Fund","Ethiopia",2016,1,10000,10000,10000
"study","The Big Lottery Fund","France",2005,2,8613,6463,4306.5
"study","The Big Lottery Fund","France",2006,2,10000,5000,5000
"study","The Big Lottery Fund","France",2008,4,19200,10000,4800
"study","The Big Lottery Fund","France",2009,1,5000,5000,5000
"study","The Big Lottery Fund","France",2012,1,908,908,908
"study","The Big Lottery Fund","Georgia",2006,1,600,600,600
"study","The Big Lottery Fund","Georgia",2008,1,10000,10000,10000
"study","The Big Lottery Fund","Germany",2005,1,3900,3900,3900
"study","The Big Lottery Fund","Germany",2006,1,5000,5000,5000
"study","The Big Lottery Fund","Germany",2007,2,15069,10000,7534.5
"study","The Big Lottery Fund","Germany",2008,1,10000,10000,10000
"study","The Big Lottery Fund","Ghana",2005,5,441310,240000,88262
"study","The Big Lottery Fund","Ghana",2006,1,1700,1700,1700
"study","The Big Lottery Fund","Ghana",2007,5,36787,9639,7357.4
"study","The Big Lottery Fund","Ghana",2008,2,5014461,4531529,2507230.5
"study","The Big Lottery Fund","Ghana",2012,2,3449,2454,1724.5
"study","The Big Lottery Fund","Ghana",2013,1,11664,11664,11664
"study","The Big Lottery Fund","Guatemala",2005,1,314852,314852,314852
"study","The Big Lottery Fund","Guinea",2016,1,10000,10000,10000
"study","The Big Lottery Fund","Hungary",2007,1,5000,5000,5000
"study","The Big Lottery Fund","Iceland",2009,1,5000,5000,5000
"study","The Big Lottery Fund","India",2004,5,21660,5000,4332
"study","The Big Lottery Fund","India",2005,14,1056363,570741,75454.5
"study","The Big Lottery Fund","India",2006,21,2271716,755937,108176.952380952
"study","The Big Lottery Fund","India",2007,4,289925,269933,72481.25
"study","The Big Lottery Fund","India",2008,5,930897,498323,186179.4
"study","The Big Lottery Fund","India",2009,3,29895,9985,9965
"study","The Big Lottery Fund","India",2010,3,24250,10000,8083.33333333333
"study","The Big Lottery Fund","India",2011,5,34367,10000,6873.4
"study","The Big Lottery Fund","India",2012,3,408798,388948,136266
"study","The Big Lottery Fund","India",2014,1,9990,9990,9990
"study","The Big Lottery Fund","India",2016,2,17740,9580,8870
"study","The Big Lottery Fund","India",2017,1,7570,7570,7570
"study","The Big Lottery Fund","Indonesia",2007,3,431243,419508,143747.666666667
"study","The Big Lottery Fund","Iran",2004,2,10000,5000,5000
"study","The Big Lottery Fund","Iran",2008,1,8580,8580,8580
"study","The Big Lottery Fund","Iran",2010,1,9500,9500,9500
"study","The Big Lottery Fund","Iran",2011,1,9958,9958,9958
"study","The Big Lottery Fund","Iraq",2008,1,9948,9948,9948
"study","The Big Lottery Fund","Ireland",2004,4,131540,125818,32885
"study","The Big Lottery Fund","Ireland",2005,8,504943,347062,63117.875
"study","The Big Lottery Fund","Ireland",2006,5,740420,423290,148084
"study","The Big Lottery Fund","Ireland",2007,9,709725,600327,78858.3333333333
"study","The Big Lottery Fund","Ireland",2008,2,436943,428443,218471.5
"study","The Big Lottery Fund","Ireland",2009,11,4104742,1199466,373158.363636364
"study","The Big Lottery Fund","Ireland",2010,5,38360,9962,7672
"study","The Big Lottery Fund","Ireland",2011,2,14800,9800,7400
"study","The Big Lottery Fund","Ireland",2012,4,71000,50000,17750
"study","The Big Lottery Fund","Ireland",2013,9,3010121,1956000,334457.888888889
"study","The Big Lottery Fund","Ireland",2014,3,29996,10000,9998.66666666667
"study","The Big Lottery Fund","Ireland",2015,3,711624,694659,237208
"study","The Big Lottery Fund","Ireland",2016,3,1576267,972681,525422.333333333
"study","The Big Lottery Fund","Ireland",2017,2,158393,152580,79196.5
"study","The Big Lottery Fund","Israel",2006,1,10000,10000,10000
"study","The Big Lottery Fund","Israel",2008,1,8579,8579,8579
"study","The Big Lottery Fund","Italy",2005,1,5000,5000,5000
"study","The Big Lottery Fund","Jamaica",2008,1,5150,5150,5150
"study","The Big Lottery Fund","Japan",2004,1,3334,3334,3334
"study","The Big Lottery Fund","Japan",2005,1,810,810,810
"study","The Big Lottery Fund","Japan",2006,1,4995,4995,4995
"study","The Big Lottery Fund","Japan",2009,1,5970,5970,5970
"study","The Big Lottery Fund","Jordan",2012,1,6400,6400,6400
"study","The Big Lottery Fund","Jordan",2016,1,6e+05,6e+05,6e+05
"study","The Big Lottery Fund","Kenya",2006,2,470345,465345,235172.5
"study","The Big Lottery Fund","Kenya",2007,3,518237,5e+05,172745.666666667
"study","The Big Lottery Fund","Kenya",2008,2,469421.46,461261.46,234710.73
"study","The Big Lottery Fund","Kenya",2012,2,509657,5e+05,254828.5
"study","The Big Lottery Fund","Kenya",2013,3,997282,505000,332427.333333333
"study","The Big Lottery Fund","Lithuania",2012,1,9364,9364,9364
"study","The Big Lottery Fund","Madagascar",2004,1,482257,482257,482257
"study","The Big Lottery Fund","Madagascar",2008,1,284470,284470,284470
"study","The Big Lottery Fund","Malawi",2013,1,6500,6500,6500
"study","The Big Lottery Fund","Malawi",2014,1,7568,7568,7568
"study","The Big Lottery Fund","Mexico",2015,1,9975,9975,9975
"study","The Big Lottery Fund","Mongolia",2010,1,9100,9100,9100
"study","The Big Lottery Fund","Mongolia",2011,1,1317,1317,1317
"study","The Big Lottery Fund","Mozambique",2007,1,9980,9980,9980
"study","The Big Lottery Fund","Nepal",2009,1,9851,9851,9851
"study","The Big Lottery Fund","Nepal",2012,1,499662,499662,499662
"study","The Big Lottery Fund","New Zealand",2005,1,4164,4164,4164
"study","The Big Lottery Fund","Nicaragua",2011,1,6899,6899,6899
"study","The Big Lottery Fund","Nigeria",2004,1,5000,5000,5000
"study","The Big Lottery Fund","Nigeria",2005,1,1270,1270,1270
"study","The Big Lottery Fund","Nigeria",2006,1,9940,9940,9940
"study","The Big Lottery Fund","Nigeria",2007,1,9925,9925,9925
"study","The Big Lottery Fund","Nigeria",2009,1,202933,202933,202933
"study","The Big Lottery Fund","Norway",2005,1,5000,5000,5000
"study","The Big Lottery Fund","Norway",2007,1,4400,4400,4400
"study","The Big Lottery Fund","Pakistan",2004,4,16994,4980,4248.5
"study","The Big Lottery Fund","Pakistan",2005,2,533411,483614,266705.5
"study","The Big Lottery Fund","Pakistan",2006,1,5000,5000,5000
"study","The Big Lottery Fund","Pakistan",2007,1,9650,9650,9650
"study","The Big Lottery Fund","Pakistan",2008,1,4990,4990,4990
"study","The Big Lottery Fund","Pakistan",2009,2,177067,171853,88533.5
